age,sex_enc,priors_count,juv_fel_count,juv_misd_count,juv_other_count,days_b_screening_arrest,c_days_from_compas,jail_duration,decile_score,v_decile_score,charge_degree,convicted_proxy,two_year_recid
44,1,7,0,0,0,0.0,1.0,1.0,4,3,1,0,0
25,1,1,0,0,0,-24.0,24.0,0.0,4,5,1,0,1
30,0,15,0,0,0,0.0,1.0,1.0,8,4,0,1,1
28,1,9,0,1,0,-1.0,1.0,0.0,4,3,0,1,0
27,1,0,0,0,0,0.0,0.0,3.0,6,6,1,0,1
36,1,4,0,0,0,-215.0,215.0,-1.0,4,2,1,1,0
36,1,8,0,0,0,-1.0,1.0,1.0,2,2,0,0,0
25,0,0,0,0,0,0.0,1.0,2.0,4,4,0,1,0
31,1,5,0,0,0,-1.0,1.0,1.0,5,2,1,1,1
30,1,0,0,0,0,0.0,0.0,0.0,1,2,0,1,1
33,1,4,0,0,0,-9.0,9.0,7.0,2,2,1,0,0
38,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0
26,1,1,0,0,0,0.0,0.0,0.0,3,3,0,1,1
52,1,5,0,0,0,-1.0,1.0,6.0,3,1,1,1,1
22,0,2,0,0,0,-1.0,1.0,2.0,7,6,0,1,1
50,1,0,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
37,1,4,0,0,0,135.0,1.0,0.0,1,1,1,1,0
58,1,1,0,0,0,-1.0,1.0,0.0,1,1,1,1,1
34,1,3,0,0,0,-1.0,1.0,1.0,4,3,0,1,1
32,1,1,0,0,0,0.0,0.0,0.0,1,1,1,1,1
29,1,0,0,0,0,-1.0,1.0,1.0,1,2,0,1,1
27,1,0,0,0,0,0.0,0.0,0.0,1,2,0,1,0
39,1,5,0,0,0,-21.0,21.0,18.0,3,2,1,1,0
24,1,0,0,0,0,-1.0,1.0,1.0,3,4,1,1,0
38,1,8,1,0,0,-1.0,2.0,1.0,7,6,0,1,0
52,1,7,0,0,0,-23.0,23.0,0.0,2,1,1,1,0
56,1,3,0,0,0,-27.0,27.0,1.0,2,1,0,1,1
46,1,7,0,0,0,0.0,0.0,36.0,6,7,1,1,1
38,1,5,0,0,0,-11.0,11.0,3.0,1,2,1,1,1
47,1,3,0,0,0,0.0,0.0,63.0,5,1,0,1,0
32,1,0,0,0,0,-7.0,7.0,0.0,1,2,1,1,0
34,1,27,0,1,0,-1.0,1.0,0.0,7,3,0,1,0
42,1,5,0,0,0,-1.0,1.0,2.0,6,6,1,1,0
35,0,0,0,0,0,-1.0,1.0,2.0,1,1,0,1,1
20,1,0,0,0,0,-1.0,1.0,6.0,10,10,1,1,1
32,0,2,0,0,0,-1.0,1.0,32.0,10,4,1,1,1
21,1,0,0,0,1,-1.0,1.0,0.0,5,7,0,1,0
24,1,0,0,0,0,0.0,0.0,1.0,2,3,0,1,1
24,1,1,0,0,0,-1.0,1.0,123.0,9,9,0,1,1
55,1,2,0,0,0,-32.0,32.0,27.0,1,1,1,1,0
26,1,0,0,0,0,-1.0,1.0,0.0,3,4,0,1,1
52,1,8,0,0,0,0.0,0.0,39.0,2,1,1,0,0
27,1,1,0,0,0,-1.0,1.0,2.0,2,4,0,1,0
27,0,0,0,0,0,0.0,0.0,0.0,5,3,0,1,0
56,1,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
52,1,16,0,0,0,-4.0,5.0,11.0,9,4,1,1,1
37,1,3,0,0,0,-1.0,1.0,1.0,1,1,1,1,1
45,1,0,0,0,0,-6.0,6.0,0.0,1,1,0,1,0
23,1,1,0,0,0,-39.0,39.0,39.0,2,4,0,1,0
36,0,3,0,0,0,-27.0,27.0,27.0,6,7,1,0,1
29,0,0,0,0,0,-3.0,3.0,0.0,2,2,1,1,0
21,1,0,0,0,0,-5.0,5.0,0.0,3,6,1,0,0
20,1,3,0,2,1,-1.0,1.0,1.0,2,4,0,1,1
27,1,11,0,1,0,-1.0,1.0,4.0,8,6,1,1,0
28,1,11,1,0,1,0.0,1.0,0.0,8,6,1,1,1
38,1,4,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
30,1,0,0,0,0,-1.0,1.0,0.0,1,2,1,1,0
19,0,1,0,0,0,-1.0,1.0,434.0,9,7,1,1,1
37,0,1,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
34,1,0,0,0,0,-1.0,1.0,2.0,1,1,0,1,1
37,1,7,0,0,0,-1.0,1.0,69.0,8,6,1,1,1
21,1,1,0,0,1,-1.0,1.0,1.0,8,7,1,1,0
21,1,0,0,0,0,-1.0,1.0,7.0,9,8,1,1,1
38,0,3,0,0,0,-1.0,1.0,0.0,4,2,1,0,0
47,1,1,0,0,0,0.0,1.0,1.0,4,5,0,1,0
56,1,3,0,0,0,-1.0,1.0,191.0,2,2,1,1,0
27,1,2,0,0,0,-1.0,1.0,246.0,7,7,1,1,1
23,1,0,0,0,0,-1.0,1.0,1.0,8,8,0,1,0
57,1,0,0,0,0,-2.0,2.0,2.0,1,1,1,1,0
25,1,9,0,1,0,-17.0,6.0,12.0,7,4,1,0,0
23,0,2,0,0,0,16.0,20.0,116.0,10,9,1,1,1
32,1,8,0,0,0,0.0,1.0,2.0,10,5,1,0,1
36,0,2,0,0,0,-2.0,2.0,0.0,5,3,0,1,0
41,1,5,0,0,0,-1.0,1006.0,0.0,5,6,0,1,0
31,1,2,0,0,0,-69.0,69.0,49.0,3,2,1,1,0
39,0,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
21,1,1,0,0,0,-1.0,1.0,1.0,6,6,1,0,1
43,1,8,0,0,0,35.0,435.0,61.0,4,6,1,1,1
31,1,2,0,0,0,-1.0,1.0,2.0,4,6,0,1,0
37,1,0,0,0,0,-2.0,2.0,0.0,1,2,0,1,0
27,1,0,0,0,0,-1.0,1.0,1.0,2,4,1,1,0
22,1,2,0,0,0,-22.0,23.0,16.0,4,4,1,1,1
59,1,2,0,0,0,-19.0,19.0,18.0,1,1,1,1,0
33,0,0,0,0,0,-1.0,1.0,29.0,9,7,1,1,1
39,1,21,0,0,0,-216.0,216.0,194.0,10,10,1,1,0
43,0,2,0,0,0,-1.0,1.0,2.0,3,1,1,1,0
25,1,5,0,0,0,-1.0,1.0,101.0,4,5,1,1,1
36,1,19,3,0,2,90.0,159.0,83.0,10,6,0,0,1
23,1,3,0,0,0,-1.0,1.0,3.0,5,5,1,1,1
43,0,3,0,0,0,9.0,10.0,1.0,2,1,0,1,1
56,1,9,0,0,0,-24.0,24.0,19.0,1,1,0,1,1
20,0,1,0,0,0,-1.0,1.0,3.0,8,6,1,1,1
50,1,2,0,0,0,-28.0,6.0,0.0,5,1,0,1,1
24,1,2,0,0,0,-49.0,49.0,2.0,8,4,0,0,1
54,0,1,0,0,0,-4.0,4.0,3.0,2,1,0,1,0
20,1,1,0,0,0,-1.0,1.0,1.0,10,8,1,1,1
36,1,3,0,0,0,-1.0,1.0,45.0,4,3,0,1,1
36,0,3,0,0,0,0.0,1.0,0.0,6,4,1,1,1
56,1,0,0,0,0,-1.0,1.0,1.0,4,1,0,1,0
25,1,28,0,0,0,-55.0,53.0,0.0,9,8,0,1,1
25,1,2,1,0,0,-1.0,1.0,1.0,9,7,1,1,0
42,0,1,0,0,0,-1.0,1.0,21.0,3,1,1,1,1
48,1,4,0,0,0,-1.0,1.0,1.0,6,3,1,1,0
34,1,21,1,0,0,-1.0,1.0,5.0,10,10,0,1,1
28,1,0,0,0,0,-1.0,1.0,0.0,2,2,1,1,0
32,1,1,0,0,0,-1.0,1.0,1.0,3,2,1,1,0
31,0,2,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
24,0,4,0,0,0,-1.0,1.0,5.0,9,8,1,1,1
25,0,0,0,0,0,0.0,1.0,0.0,4,4,1,1,1
32,0,4,0,0,1,-1.0,1.0,0.0,2,1,1,1,0
37,1,20,0,0,0,0.0,0.0,35.0,9,5,1,1,1
24,1,1,0,0,0,-1.0,1.0,1.0,3,4,1,1,1
48,1,0,0,0,0,0.0,1.0,1.0,1,1,0,1,0
25,1,9,1,2,0,43.0,20.0,49.0,9,9,1,0,1
35,1,1,0,0,0,0.0,0.0,0.0,2,1,1,1,0
21,1,1,0,0,0,-1.0,1.0,1.0,4,6,1,1,1
21,0,0,0,0,0,-1.0,1.0,33.0,10,9,1,1,1
27,0,0,0,0,0,-1.0,1.0,2.0,2,2,1,1,1
22,1,0,0,0,0,-1.0,1.0,1.0,2,4,1,1,0
28,1,4,0,0,0,0.0,1.0,0.0,5,5,1,1,0
26,1,0,0,0,0,-1.0,1.0,1.0,2,3,0,1,0
23,1,0,0,0,0,-1.0,1.0,0.0,2,3,0,1,1
34,1,0,0,0,0,-1.0,1.0,0.0,2,1,1,1,0
22,1,3,0,0,0,-1.0,1.0,33.0,9,9,1,1,0
30,1,5,0,0,0,-1.0,1.0,62.0,5,4,1,1,1
44,1,5,0,0,0,0.0,0.0,6.0,2,1,1,0,0
57,1,1,0,0,0,-1.0,1.0,17.0,2,1,1,1,0
22,1,0,0,0,1,-1.0,1.0,5.0,8,9,1,1,1
24,1,7,0,0,0,-1.0,1.0,68.0,8,7,1,1,1
20,1,0,0,0,0,-1.0,1.0,0.0,4,7,1,1,0
35,1,2,0,0,0,-50.0,50.0,1.0,9,5,1,1,0
53,1,1,0,0,0,-8.0,8.0,2.0,1,1,0,1,1
60,1,13,0,0,0,-13.0,13.0,0.0,3,1,1,1,0
22,0,2,0,0,0,-1.0,1.0,1.0,5,7,1,1,0
43,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
72,1,7,0,0,0,-1.0,2.0,-1.0,4,1,1,1,0
33,1,3,0,0,0,-1.0,1.0,3.0,5,2,1,1,1
24,1,1,0,0,0,-1.0,2.0,0.0,4,4,1,1,1
60,1,0,0,0,0,-1.0,1.0,218.0,1,1,1,1,0
24,1,3,0,0,0,-1.0,1.0,7.0,5,4,1,1,1
30,1,1,0,0,0,-5.0,5.0,2.0,4,6,0,1,0
43,0,0,0,0,0,-1.0,1.0,29.0,6,1,0,1,0
48,1,1,0,0,0,-8.0,9.0,5.0,1,1,0,1,0
54,1,0,0,0,0,0.0,1.0,-1.0,1,1,0,1,0
45,1,1,0,0,0,-1.0,1.0,2.0,1,1,0,1,0
36,1,0,0,0,0,-1.0,1.0,3.0,4,2,1,1,0
31,1,1,0,0,0,0.0,1.0,-1.0,1,1,0,1,0
40,1,0,0,0,0,-1.0,1.0,2.0,1,1,0,1,0
50,1,1,0,0,0,-4.0,4.0,1.0,1,1,1,0,0
26,0,1,0,0,0,-24.0,1349.0,0.0,6,4,0,0,0
41,1,7,0,0,0,0.0,0.0,0.0,4,1,1,0,0
34,1,5,0,0,1,-1.0,2.0,0.0,6,5,1,1,1
28,0,0,0,0,0,-1.0,1.0,2.0,6,3,1,1,0
30,1,1,0,0,0,-48.0,48.0,47.0,1,2,1,1,0
23,1,2,0,0,2,0.0,0.0,0.0,9,9,1,1,1
37,0,0,0,0,0,-2.0,2.0,1.0,1,1,0,1,1
35,1,5,0,0,0,-1.0,2.0,0.0,2,1,0,1,0
21,1,1,0,0,1,-1.0,1.0,48.0,6,7,1,1,1
45,1,1,0,0,0,-70.0,70.0,62.0,9,8,1,0,0
22,0,2,0,1,0,-1.0,1.0,34.0,8,8,0,1,1
29,1,6,0,0,0,-1.0,1.0,35.0,8,4,1,1,1
30,0,0,0,0,0,-2.0,2.0,0.0,2,2,0,1,0
45,1,3,0,0,0,-1.0,1.0,92.0,3,2,0,1,1
24,0,2,0,0,0,-1.0,1.0,1.0,4,4,1,1,0
31,1,4,0,0,0,0.0,0.0,29.0,8,8,1,1,1
56,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
44,0,4,0,0,0,-85.0,86.0,-1.0,3,1,1,1,1
24,1,14,0,4,0,-1.0,1.0,180.0,10,10,1,1,1
38,1,11,0,0,0,-1.0,1.0,18.0,6,2,1,1,0
51,1,22,0,0,0,-1.0,1.0,34.0,9,2,1,0,1
22,1,0,0,0,0,-1.0,1.0,0.0,3,5,1,1,0
28,1,5,0,0,0,-1.0,1.0,1.0,8,6,0,0,0
47,1,19,0,0,1,-1.0,1.0,212.0,8,3,1,1,1
51,1,0,0,0,0,-1.0,1.0,30.0,4,1,0,1,1
25,1,1,0,0,0,0.0,0.0,42.0,3,4,0,1,0
53,1,1,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
30,1,0,0,0,0,-1.0,1.0,2.0,1,1,1,1,0
33,1,0,0,0,0,0.0,0.0,0.0,6,3,1,1,1
35,1,5,0,0,0,-1.0,1.0,225.0,4,3,1,1,1
33,0,0,0,0,0,-1.0,1.0,1.0,2,2,1,1,0
59,1,1,0,0,0,-25.0,25.0,0.0,1,1,0,1,0
33,0,1,0,0,0,-1.0,1.0,84.0,7,5,1,0,0
27,1,2,0,0,0,-1.0,1.0,132.0,7,7,1,0,1
29,0,9,0,0,0,-1.0,1.0,14.0,7,5,1,1,1
26,1,11,0,0,0,64.0,150.0,241.0,8,5,1,1,1
24,1,3,0,0,3,-1.0,1.0,44.0,10,9,1,1,1
43,1,5,0,0,0,-1.0,1.0,0.0,9,5,1,1,0
37,1,11,0,0,0,-1.0,1.0,0.0,7,3,0,1,1
53,1,13,0,0,0,-1.0,1.0,91.0,7,6,1,1,0
43,1,4,0,0,0,-39.0,39.0,38.0,1,1,1,0,0
26,1,4,0,0,0,0.0,0.0,0.0,8,5,1,1,1
30,0,1,0,0,0,-27.0,27.0,0.0,3,2,0,1,0
27,1,6,0,0,0,0.0,0.0,1.0,7,6,1,1,1
39,1,9,0,0,0,-1.0,1.0,1.0,5,3,1,1,1
37,1,4,0,0,0,0.0,0.0,0.0,4,3,0,1,1
22,1,3,0,0,0,0.0,1.0,10.0,10,6,0,1,1
25,1,0,0,0,0,-1.0,1.0,2.0,6,4,1,1,0
26,1,1,0,0,0,0.0,0.0,0.0,5,3,1,0,0
28,0,0,0,0,0,-2.0,2.0,0.0,6,2,0,1,0
25,1,0,0,0,0,-1.0,1.0,1.0,5,3,0,1,1
58,1,1,0,0,0,-1.0,1.0,3.0,1,1,1,0,0
29,0,1,0,0,0,-2.0,2.0,2.0,5,3,0,1,1
33,1,8,0,0,0,0.0,0.0,2.0,5,3,1,1,0
38,1,0,0,0,0,-1.0,1.0,1.0,1,1,1,0,0
38,1,2,0,0,0,-21.0,21.0,19.0,3,2,1,1,0
59,1,22,0,0,0,-1.0,1.0,69.0,6,6,1,1,1
29,1,4,0,0,0,-1.0,1.0,0.0,5,4,0,1,1
53,1,0,0,0,0,-1.0,1.0,3.0,2,2,0,1,1
33,1,2,0,0,0,-1.0,1.0,0.0,8,7,1,1,1
58,1,1,0,0,0,-1.0,2.0,0.0,1,1,0,1,0
25,1,11,0,0,2,126.0,502.0,321.0,9,8,1,1,1
53,1,2,0,0,0,-1.0,1.0,40.0,4,2,1,1,0
32,1,0,0,0,0,-1.0,1.0,17.0,6,8,0,1,1
35,1,6,0,0,0,-1.0,1.0,10.0,8,6,1,1,1
39,1,1,0,0,0,-1.0,1.0,1.0,1,1,1,0,0
36,1,1,0,0,0,-14.0,14.0,14.0,9,4,0,1,0
42,0,5,0,0,0,-1.0,1.0,6.0,4,1,0,0,1
37,1,0,0,0,0,-1.0,1.0,0.0,2,2,0,1,0
39,1,0,0,0,0,-1.0,1.0,3.0,1,1,1,1,0
52,0,3,0,0,0,-25.0,25.0,0.0,1,1,0,1,0
60,1,1,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
37,1,2,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
42,1,4,0,0,0,-1.0,1.0,17.0,1,2,1,1,1
23,1,6,0,0,0,0.0,0.0,1.0,6,7,1,1,1
42,0,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,1
28,0,2,0,0,0,-36.0,36.0,35.0,3,2,1,0,0
28,1,5,0,0,0,0.0,1.0,0.0,4,4,1,1,0
38,1,12,0,0,0,-1.0,1.0,0.0,5,3,1,1,0
43,0,2,0,0,0,-1.0,1.0,1.0,2,1,1,1,1
42,1,0,0,0,0,-1.0,1.0,0.0,5,5,1,1,0
25,0,0,0,0,0,-1.0,1.0,0.0,3,3,0,1,0
32,1,7,0,0,0,0.0,0.0,37.0,9,9,1,1,1
21,1,0,0,0,0,0.0,1.0,0.0,6,7,1,1,1
35,0,1,0,0,0,-30.0,30.0,28.0,5,2,0,1,0
37,1,0,0,0,0,-1.0,1.0,126.0,5,3,1,1,0
33,0,2,0,0,0,0.0,0.0,0.0,2,1,1,1,0
51,0,4,0,0,0,-11.0,11.0,8.0,3,1,1,0,0
39,1,3,0,0,0,-1.0,1.0,2.0,4,2,1,1,0
35,1,5,0,0,0,-1.0,1.0,2.0,6,6,0,1,1
40,1,3,0,0,0,-1.0,1.0,13.0,7,8,1,1,0
32,1,17,0,0,0,0.0,0.0,0.0,8,2,1,1,1
18,1,4,5,0,0,85.0,32.0,1.0,8,8,1,1,1
32,1,3,0,0,0,0.0,1.0,-1.0,6,2,1,1,1
37,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
32,1,10,0,0,0,-1.0,1.0,0.0,6,2,1,1,1
47,1,5,0,0,0,0.0,0.0,0.0,3,2,0,1,1
23,0,0,0,0,0,-1.0,1.0,0.0,7,5,0,1,0
63,1,10,0,0,0,0.0,0.0,2.0,4,1,1,1,1
38,1,16,0,1,0,-1.0,1.0,241.0,9,10,1,1,1
32,1,6,0,0,0,-1.0,1.0,2.0,5,4,0,1,1
31,1,4,0,0,0,-1.0,1.0,24.0,8,3,1,1,1
23,1,0,0,0,0,0.0,1.0,1.0,3,3,1,1,0
38,1,1,0,0,0,-1.0,1.0,126.0,5,2,0,1,0
47,0,0,0,0,0,-3.0,3.0,0.0,1,1,0,1,0
33,1,1,0,0,0,-1.0,1.0,10.0,8,4,1,0,1
22,1,1,0,0,0,-11.0,11.0,8.0,4,5,1,1,0
26,1,1,0,0,0,318.0,177.0,7.0,3,4,0,1,0
40,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,1
36,1,14,10,0,0,-1.0,1.0,173.0,7,5,1,1,1
65,0,0,0,0,0,0.0,1.0,1.0,1,1,0,1,0
44,1,4,0,0,0,-231.0,231.0,1.0,5,5,0,1,1
22,0,0,0,0,0,-1.0,1.0,1.0,3,4,0,1,0
34,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0
38,0,0,0,0,0,-1.0,2.0,0.0,1,1,1,1,0
26,0,4,0,0,0,-2.0,2.0,0.0,3,3,1,1,1
20,1,0,0,0,0,-1.0,1.0,23.0,4,6,0,1,1
49,1,0,0,0,0,-3.0,3.0,0.0,1,1,1,1,0
56,1,7,0,0,0,-167.0,167.0,49.0,4,4,1,1,0
52,1,2,0,0,0,0.0,0.0,4.0,9,1,1,1,1
25,1,2,0,0,0,-1.0,1.0,0.0,2,3,0,1,1
34,1,5,0,0,0,-1.0,1.0,4.0,1,2,1,1,0
33,1,1,0,0,0,-1.0,1.0,1.0,1,2,0,1,1
21,1,1,0,1,2,-1.0,1.0,0.0,7,9,1,1,0
46,1,9,0,0,0,-1.0,1.0,5.0,4,2,1,1,0
22,1,2,0,0,0,250.0,105.0,78.0,6,6,0,1,1
57,1,1,0,0,0,-1.0,1.0,1.0,4,3,0,1,0
22,1,2,0,0,1,0.0,0.0,0.0,3,6,1,1,1
48,0,1,0,0,0,-1.0,1.0,1.0,1,1,0,1,1
40,1,21,0,0,0,-1.0,1.0,29.0,5,3,1,1,0
30,0,1,0,0,0,-1.0,1.0,0.0,2,1,1,0,0
21,1,4,0,1,0,-1.0,1.0,33.0,7,6,0,1,1
39,0,22,0,2,0,-1.0,1.0,3.0,10,3,1,1,1
27,1,13,0,0,0,-175.0,89.0,70.0,6,3,1,0,1
33,0,0,0,0,0,-1.0,1.0,1.0,6,3,0,1,1
24,1,0,0,0,0,0.0,2.0,-1.0,3,4,1,1,0
43,1,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,1
45,0,0,0,0,0,0.0,0.0,1.0,1,1,0,1,0
51,1,3,0,0,0,-18.0,18.0,2.0,3,2,1,1,0
35,0,2,0,0,0,-95.0,95.0,31.0,2,1,1,1,1
31,1,9,0,0,0,-1.0,1.0,0.0,7,3,0,1,1
27,1,0,0,0,0,-1.0,1.0,1.0,2,3,0,1,0
32,1,1,0,0,0,-1.0,1.0,0.0,2,3,1,0,0
49,1,0,0,0,0,-3.0,3.0,0.0,1,1,0,1,0
29,1,2,0,0,0,-1.0,1.0,27.0,3,2,1,1,0
23,1,2,0,1,0,-1.0,1.0,1.0,6,5,1,1,1
30,1,6,0,0,0,-1.0,1.0,0.0,3,2,0,1,0
55,1,12,0,0,0,-69.0,70.0,69.0,6,2,1,1,1
30,1,0,0,0,0,0.0,1.0,56.0,4,5,0,1,0
34,1,13,0,0,0,-1.0,1.0,0.0,4,1,1,1,1
56,1,2,0,0,0,-39.0,39.0,1.0,1,1,1,1,0
33,1,4,0,0,0,0.0,1.0,-1.0,6,2,1,1,0
28,1,1,0,0,0,-1.0,1.0,1.0,2,3,0,1,0
29,1,1,0,0,0,-1.0,1.0,40.0,8,8,1,1,0
38,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
37,1,0,0,0,0,-1.0,1.0,0.0,3,2,1,1,0
33,0,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,1
30,1,0,0,0,0,0.0,0.0,0.0,2,2,1,1,0
51,1,19,1,0,1,-1.0,1.0,13.0,9,4,1,1,0
65,1,7,0,0,0,-1.0,1.0,0.0,5,1,0,1,0
32,0,1,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
38,1,5,0,0,0,-2.0,3.0,0.0,7,2,1,1,1
35,1,1,0,0,0,-1.0,1.0,0.0,4,3,1,1,0
57,1,1,0,0,0,-26.0,26.0,0.0,1,1,1,1,0
26,1,1,0,0,0,0.0,1.0,-1.0,3,3,1,0,0
23,0,7,0,3,1,-228.0,199.0,1.0,8,5,0,1,1
36,0,4,2,0,0,-1.0,1.0,1.0,6,3,0,1,1
33,0,2,0,0,0,-10.0,10.0,9.0,4,2,1,1,1
35,1,3,0,0,0,-1.0,1.0,1.0,5,3,1,1,1
33,1,0,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
47,1,0,0,0,0,0.0,0.0,1.0,1,1,0,1,0
53,0,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
35,1,1,0,0,0,-15.0,16.0,4.0,4,1,0,1,1
36,0,1,0,0,0,-1.0,1.0,0.0,3,2,1,1,1
25,0,0,0,0,0,-1.0,1.0,0.0,3,3,0,1,0
52,1,10,0,0,0,0.0,1.0,149.0,6,7,1,1,0
23,1,3,0,0,0,249.0,292.0,276.0,7,8,0,1,1
34,1,7,0,0,0,-245.0,110.0,7.0,3,2,0,1,0
51,1,6,0,0,0,0.0,0.0,2.0,3,2,1,1,1
24,1,8,0,0,4,-1.0,1.0,214.0,8,8,1,1,1
32,1,0,0,0,0,-1.0,1.0,0.0,2,1,1,1,1
43,1,8,0,0,0,-1.0,1.0,348.0,7,5,1,1,1
45,1,20,1,0,1,-1.0,0.0,46.0,7,2,0,0,0
42,1,10,0,0,0,-1.0,17.0,0.0,5,1,0,1,1
22,1,1,0,0,0,-1.0,1.0,6.0,7,5,1,1,1
49,1,4,0,0,0,-26.0,26.0,1.0,4,1,1,1,0
42,1,0,0,0,0,-3.0,4.0,33.0,1,1,1,1,1
40,1,0,0,0,0,-1.0,1.0,29.0,8,10,0,1,1
25,1,2,0,1,0,-1.0,1.0,0.0,7,3,1,1,1
25,1,0,0,0,0,-1.0,2.0,2.0,5,3,0,1,1
23,1,0,0,0,0,-1.0,1.0,2.0,5,7,1,1,0
21,1,2,0,0,0,-1.0,1.0,1.0,7,7,1,1,1
31,1,3,0,0,0,0.0,0.0,0.0,5,4,0,1,0
28,0,0,0,0,0,0.0,0.0,0.0,2,2,0,1,0
24,1,11,0,0,0,-1.0,1.0,51.0,9,5,1,1,1
45,1,0,0,0,0,0.0,0.0,37.0,1,1,1,1,0
23,1,2,0,0,0,-1.0,1.0,1.0,4,4,0,1,1
39,1,7,0,0,0,0.0,1.0,0.0,8,6,1,1,1
25,1,2,0,0,0,-63.0,63.0,42.0,4,4,1,1,0
24,1,1,0,1,0,-1.0,1.0,0.0,2,4,1,1,0
46,1,1,0,0,0,-1.0,1.0,1.0,1,1,1,0,0
47,1,3,0,0,0,-1.0,1.0,2.0,1,1,1,1,0
54,1,2,0,0,0,66.0,101.0,-1.0,4,3,0,1,1
22,1,1,0,0,1,-1.0,1.0,0.0,4,5,0,1,1
34,0,0,0,0,0,-2.0,2.0,1.0,2,1,0,1,0
33,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,1
29,1,16,0,0,1,-1.0,1.0,0.0,10,8,1,1,1
34,1,3,0,0,0,-6.0,6.0,5.0,2,2,0,1,0
32,1,1,0,0,0,-115.0,115.0,0.0,5,5,1,1,0
29,1,0,0,0,0,0.0,0.0,0.0,6,3,0,1,0
25,0,2,0,0,0,-1.0,1.0,0.0,3,3,0,1,1
34,1,16,0,0,0,-1.0,1.0,1.0,6,6,1,1,1
55,0,1,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
27,1,0,0,0,0,-1.0,1.0,0.0,4,4,1,1,1
26,1,0,0,0,0,-1.0,1.0,1.0,3,3,0,0,0
39,1,19,2,2,1,-1.0,1.0,179.0,9,7,1,1,1
24,1,1,0,0,0,0.0,0.0,0.0,7,7,1,1,0
29,1,0,0,0,0,0.0,0.0,0.0,2,2,0,1,0
31,0,3,0,0,0,468.0,146.0,1.0,7,4,1,1,1
50,1,13,0,0,0,0.0,0.0,242.0,1,1,1,1,1
25,1,2,0,0,0,-1.0,1.0,0.0,5,3,1,1,1
31,1,4,0,0,0,-12.0,12.0,2.0,5,4,1,0,1
31,1,0,0,0,0,-1.0,1.0,0.0,2,2,0,1,0
26,1,2,1,0,0,-1.0,1.0,0.0,6,8,1,1,0
54,1,2,0,0,0,0.0,0.0,97.0,2,1,1,0,0
33,1,14,0,0,0,-1.0,1.0,0.0,8,4,1,1,1
22,1,0,0,0,0,-1.0,1.0,0.0,4,5,0,1,1
35,1,8,0,1,0,0.0,0.0,239.0,9,8,1,1,0
30,0,4,0,0,0,-27.0,1.0,1.0,7,4,1,0,1
25,1,0,0,0,0,-1.0,1.0,0.0,2,3,1,1,0
25,1,0,0,0,0,0.0,1.0,0.0,5,3,1,1,0
44,1,0,0,0,0,-1.0,1.0,0.0,2,1,1,1,1
29,0,2,0,0,0,-1.0,1.0,8.0,7,4,1,1,1
46,1,2,0,0,0,-23.0,23.0,2.0,3,1,1,0,1
53,1,0,0,0,0,0.0,0.0,4.0,1,1,0,1,0
24,1,2,0,0,0,-1.0,1.0,1.0,7,4,1,1,1
52,0,2,0,0,0,-1.0,1.0,1.0,1,1,1,1,1
27,1,0,0,0,0,-1.0,1.0,0.0,2,2,0,1,1
41,1,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
21,0,0,0,0,0,-2.0,2.0,0.0,5,6,1,1,1
24,1,1,0,0,0,0.0,0.0,0.0,4,3,1,1,0
38,1,8,0,0,0,-32.0,32.0,0.0,2,4,1,1,0
23,1,0,0,0,0,-1.0,2.0,0.0,2,4,0,1,0
42,1,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
32,1,4,0,0,0,-47.0,47.0,5.0,5,1,1,1,0
24,1,3,0,0,0,597.0,8.0,0.0,7,8,0,1,1
24,1,5,5,0,0,-1.0,1.0,1.0,8,9,1,1,1
26,1,4,0,0,0,-1.0,1.0,0.0,8,4,1,1,1
50,1,9,0,0,0,-1.0,1.0,424.0,3,2,1,1,1
32,0,3,0,0,0,-1.0,1.0,1.0,6,4,0,1,0
